"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type",Environment,"Cleanup Date","Group Name",Adults,Children,People,Pounds,Miles,"# of bags","Grocery bags (plastic)","Other bags (plastic)","Beverage bottles (glass)","Beverage bottles (plastic)","Beverage cans","Beverage sachets/pouches","Bottle caps (metal)","Bottle caps (plastic)","Cigarette butts","Cups, Plates (foam)","Cups, Plates (paper)","Cups, Plates (plastic)","Food containers (foam)","Food containers (plastic)","Food wrappers (candy, chips, etc.)","Lids (plastic)","Straws/stirrers (plastic)","Utensils (plastic)","Lines, nets, traps, ropes, etc.","Foam dock pieces","Appliances (refrigerators, washers, etc.)","Construction materials",Tires,"6-Pack holders","Foam packaging","Other plastic bottles (oil, bleach, etc.)","Strapping bands",Balloons,Clothing,E-cigarettes,"Electronic waste (phones, batteries)","Footwear (shoes/slippers)","Paper bags","Tobacco products (lighters, cigar tips, wrap)",Toys,"Other plastic waste","Other waste (metal, paper, etc.)",Condoms,"Cotton bud sticks (swabs)",Diapers,"Gloves & masks (PPE)",Syringes,"Tampons & applicators","Plastic/foam pieces","Fishing buoys, pots & traps","Fishing net & pieces","Fishing line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing gear (Clean Swell)","Other plastic/foam packaging","Tobacco packaging/wrap","Other packaging (Clean Swell)","Cigar tips","Cigarette lighters",Fireworks,"Other trash (Clean Swell)","Other tobacco (packaging, lighter, etc.)","Personal hygiene (Clean Swell)","Foam pieces","Glass pieces","Plastic pieces","Total Items Collected"
256487,"Sonoma County, CA, USA","California, USA","United States","38.7634597, -123.5167139",land,,2023-01-01,,1,,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256489,"Mendocino County, CA, USA","California, USA","United States","38.908798, -123.6930726",land,,2023-01-01,,1,,1,7.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256490,"Mendocino County, CA, USA","California, USA","United States","38.908798, -123.6930726",land,,2023-01-01,,1,,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256491,"Mendocino County, CA, USA","California, USA","United States","38.789633, -123.561122",land,,2023-01-01,,1,,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256492,"Sonoma County, CA, USA","California, USA","United States","38.3120615, -123.0520385",land,,2023-01-01,,1,,1,7.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256493,"Sonoma County, CA, USA","California, USA","United States","38.3818001, -123.0817291",land,,2023-01-01,,1,,1,7.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256494,"Sonoma County, CA, USA","California, USA","United States","38.3818001, -123.0817291",land,,2023-01-01,,1,,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256495,"Los Angeles County, CA, USA","California, USA","United States","34.129576239604, -118.41604724546",land,,2023-01-01,,1,,1,1.829,0,,3,,1,3,2,1,8,7,,1,1,,,,1,1,3,2,,,,,,,,,,,,,8,,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,,,50
256533,"San Mateo County, CA, USA","California, USA","United States","37.653410186497, -122.49299008177",land,,2023-01-01,"PBC Esplanade Beach",1,,1,4.494,0.18768779099232,,1,,,2,1,,,1,,,,4,,,5,3,3,,,,,1,,,5,,,,,,,1,,,1,,,,,,,1,,12,,,,,,,,,,,,,,,,,,41
256537,"San Mateo County, CA, USA","California, USA","United States","37.610960435506, -122.49605008967",land,,2023-01-01,"Pacific Beach Coalition - Terri Brown",1,,1,21.37,0.7843670882605,,,25,3,6,6,,2,5,,3,1,8,,2,8,6,5,,,,,,,,,,,1,3,,2,,,13,,,117,,1,,4,1,,15,,,,,,,,,,,,,,,,,,237
256539,"San Francisco County, San Francisco, CA, USA","California, USA","United States","37.7599566, -122.48990607",land,,2023-01-01,"pacific beach coalition",1,,1,5.059,0,,2,5,,6,7,2,,2,2,3,,2,5,5,9,6,4,5,,,,,,,,,3,,,,,,,,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,76
256561,"San Mateo County, CA, USA","California, USA","United States","37.48293858025, -122.45214787323",land,,2023-01-01,"Rotary HMB",7,,7,31.7,1.2,,3,34,32,7,6,7,12,7,54,9,5,11,4,5,20,5,5,3,,3,,,,,7,4,4,,3,,,1,,,5,14,8,,,,6,,,38,,,,,,,,,,,,,,,,,,322
256567,"San Francisco County, San Francisco, CA, USA","California, USA","United States","37.7593921, -122.510734",land,,2023-01-02,"RGA NYD2023",34,,34,450,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256568,"Mendocino County, CA, USA","California, USA","United States","39.4198, -123.8017",land,,2023-01-01,"Noyo Center for Marine Science",2,,2,1.5,0,,,,,1,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,3,,,,,,,,,,,,,14
256596,"Mendocino County, CA, USA","California, USA","United States","39.3325257, -123.8061091",land,,2023-01-02,"Noyo Center",1,,1,0.882,0,,,4,,,2,6,,,,2,,,1,,2,2,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,26
256598,"Ventura County, CA, USA","California, USA","United States","34.1975048, -119.1770516",land,,2023-01-02,,1,,1,22.5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256600,"Alameda County, CA, USA","California, USA","United States","37.567780601316, -122.02418490721",land,,2023-01-02,,2,,2,9.5,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256603,"San Mateo County, CA, USA","California, USA","United States","37.648441421765, -122.48717294118",land,,2023-01-03,"Pacific Beach Coalition - Terri Brown",1,,1,0.022,0,,,,,,,,,,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368
256608,"Los Angeles County, CA, USA","California, USA","United States","34.109111259973, -117.76203978044",land,,2023-01-03,"Molly Loves Trash",1,,1,0.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1
256612,"Alameda County, CA, USA","California, USA","United States","37.565445915082, -122.03104106634",land,,2023-01-04,,1,,1,6,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256815,"Alameda County, CA, USA","California, USA","United States","37.732572083537, -122.15767516187",land,,2023-01-04,inafamaolek.us,3,,3,5,0,,2,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,40
256829,"Santa Barbara County, CA, USA","California, USA","United States","34.40359460421, -119.74328632398",land,,2023-01-05,"Explore Ecology-McKinley-Alcaraz",28,,28,1.5,0.25,,,2,,,1,,1,1,3,,2,,,,2,,,,,,,,,,1,1,1,,,,,,,,2,,,,,,,,,15,,,,,,,,,,,,,,,,,,32
256842,"Santa Barbara County, CA, USA","California, USA","United States","34.403651368382, -119.74354653287",land,,2023-01-05,"Explore Ecology - McKinley - Grande",24,,24,0.25,0.1,,,,,2,,1,,,4,,,,,1,,1,2,2,,,,,,,,,,,,,,,3,,2,,,,,,,,,16,,,,,,,,,,,,,,,,,,34
256843,"San Mateo County, CA, USA","California, USA","United States","37.592683906004, -122.47868557404",land,,2023-01-05,"pacifica beach coalition",1,,1,5.048,0,,,1,1,1,1,2,,1,12,1,,,,1,2,2,,,,,,1,,,,,,,2,,,,1,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,36
256848,"Los Angeles County, CA, USA","California, USA","United States","33.978687697122, -118.4668177833",land,,2023-01-05,,1,,1,4.068,0.25453235569291,,2,2,2,14,14,4,5,4,7,2,2,,2,2,3,2,2,3,,,,,,4,3,,,,3,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,106
256864,"Los Angeles County, CA, USA","California, USA","United States","34.016729705747, -118.11620769472",land,,2023-01-06,"Pacific Beach Coalition",1,,1,13,2.2,,,8,2,4,8,9,11,6,,5,7,12,7,,20,14,12,18,,,,2,,,1,,9,,4,,,,2,3,,8,9,,,,4,,,55,,,,,,,,,,,,,,,,,,240
256867,"Los Angeles County, CA, USA","California, USA","United States","33.979271203311, -118.46710729424",land,,2023-01-06,,1,,1,21.267,8.5396290894155,,11,5,10,33,39,8,16,8,48,6,6,8,13,3,10,8,14,6,,,,,,2,1,,,1,5,,,1,2,6,16,1,,,,,18,,,59,,,,,,,,,,,,,,,,,,364
256892,"San Mateo County, CA, USA","California, USA","United States","37.650450236903, -122.48974189699",land,,2023-01-06,"PBC jason mcarthur ocean class",12,,12,0.075,0,,1,,,,,,,,24,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
256894,"San Mateo County, CA, USA","California, USA","United States","37.649185453663, -122.49042674463",land,,2023-01-06,"Pacific Beach Coalition - Terri Brown",1,,1,110.268,0.2841405480465,,3,3,3,7,2,,3,2,,8,,4,3,1,8,4,4,12,,,,33,,,,,3,,7,,4,,4,8,,2,110,,5,,7,,,14,,,,,,,,,,,,,,,,,,264
256932,"San Mateo County, CA, USA","California, USA","United States","37.649219840907, -122.49106600725",land,,2023-01-06,"Pacific Beach Coalition - Terri Brown",1,,1,23.197,1.7161409000738,,4,2,1,7,3,,3,6,242,4,,1,1,3,13,4,1,4,,,,4,,,,,2,,,,3,,,8,,,71,,6,,8,,,22,,,,,,,,,,,,,,,,,,423
256934,"Los Angeles County, CA, USA","California, USA","United States","34.107682891625, -117.72176939934",land,,2023-01-06,"Molly Loves Trash",1,,1,0.124,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2
256940,"Alameda County, CA, USA","California, USA","United States","37.613757, -122.0125415",land,,2023-01-07,,3,,3,15,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256941,"Orange County, CA, USA","California, USA","United States","33.83099, -118.03692",land,,2023-01-06,"Pacific Beach Coalition",2,,2,14.19,0.7936,,2,,2,4,9,6,1,3,31,,,6,2,7,11,3,1,2,,,,1,,,,,3,1,,,,,,,,,85,,,,2,,,14,,,,,,,,1,,,,,2,,,,,199
256953,"Monterey County, CA, USA","California, USA","United States","36.812466876581, -121.71302997507",land,,2023-01-07,,1,,1,0.032,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
256954,"Monterey County, CA, USA","California, USA","United States","36.812368095852, -121.7129759118",land,,2023-01-07,,1,,1,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256959,"Santa Cruz County, CA, USA","California, USA","United States","36.957959790773, -121.88695508034",land,,2023-01-07,"Hidden Beach to Cement Ship 1/6/23",3,,3,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256961,"San Mateo County, CA, USA","California, USA","United States","37.435381133356, -122.43951515947",land,,2023-01-07,"NCL- Coastside 2028",1,,1,0.01,0.016592625909316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256962,"Ventura County, CA, USA","California, USA","United States","34.089464869869, -119.0651144768",land,,2023-01-07,Snyder’s,2,,2,30.569,0.065095729412213,,,2,5,3,1,4,,15,1,,19,,,,,2,,11,3,,,2,,,10,,,,,,,,,,,,,,,,1,,,13,,,,,,,,,,,,,,,,,,92
256963,"Alameda County, CA, USA","California, USA","United States","37.730901333378, -122.1601472498",land,,2023-01-07,inafamaolek.us,2,,2,5.043,0.013580135236514,,,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,36
256964,"Santa Cruz County, CA, USA","California, USA","United States","36.9602562, -122.0202064",land,,2023-01-07,RGANYD23,6,,6,37.5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256966,"Marin County, CA, USA","California, USA","United States","37.9871454, -122.5888686",land,,2023-01-07,RGANYD23,2,,2,37.5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256968,"Orange County, CA, USA","California, USA","United States","33.83091, -118.03629",land,,2023-01-07,"Pacific Beach Coalition",2,,2,13.6,0.398,,2,,1,6,7,5,,1,32,,,7,2,3,14,4,4,3,,,,,,,,,3,,,1,,,,,,,92,,,,7,,,7,,,,,,,,1,,,,,3,,,,,205
256971,"Santa Barbara County, CA, USA","California, USA","United States","34.381209695744, -119.48632819589",land,,2023-01-07,Robin,1,,1,155.733,0.00017091711885852,,,2,,,2,2,,2,,,,,1,1,1,,,,8,4,,12,3,,,,,,1,,1,2,,,1,4,,,,,,,,6,,,,,,,,,,,,,,,,,,53
256974,"Alameda County, CA, USA","California, USA","United States","37.856847234106, -122.25562870514",land,,2023-01-07,,1,,1,7.009,0,,1,4,,4,4,2,2,5,7,5,7,3,2,3,15,4,3,4,,,,,,,3,1,1,,2,,,,1,3,,10,20,,,,8,,,4,,,,,,,,,,,,,,,,,,128
256975,"Alameda County, CA, USA","California, USA","United States","37.856896331051, -122.25564851795",land,,2023-01-07,,1,,1,22.5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256976,"Alameda County, CA, USA","California, USA","United States","37.856896331051, -122.25564851795",land,,2023-01-07,,1,,1,22.5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256977,"Santa Barbara County, CA, USA","California, USA","United States","34.374036434907, -119.47865153934",land,,2023-01-07,Robin,1,,1,30.162,0,,1,2,,,1,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,15
256980,"Ventura County, CA, USA","California, USA","United States","34.215132031956, -119.14918381399",land,,2023-01-08,,1,,1,20,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256981,"San Mateo County, CA, USA","California, USA","United States","37.5460058, -122.3172819",land,,2023-01-08,,1,,1,5.3398,4.9,,2,2,10,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,39
256997,"Ventura County, CA, USA","California, USA","United States","34.40989077, -118.79418484",land,,2023-01-08,"Hill People",1,,1,11.526,0,,2,3,4,16,7,5,3,7,7,4,3,4,1,,5,6,12,4,,,,,,,,,,1,2,,,,,6,,2,47,,4,,5,,,65,,,,,,,,,,,,,,,,,,225
256999,"Orange County, CA, USA","California, USA","United States","33.84687, -118.04676",land,,2023-01-08,"Pacific Beach Coalition",2,,2,13,1.2785,,2,,1,4,9,7,,2,25,,,8,2,3,8,2,3,2,,,,1,,,,,3,2,,,,,,,,,82,,,,4,,,11,,,,,,,,1,,,,,2,,,,,184
257001,"San Francisco County, San Francisco, CA, USA","California, USA","United States","37.774021499826, -122.51064492401",land,,2023-01-09,,1,,1,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257002,"San Francisco County, San Francisco, CA, USA","California, USA","United States","37.774021499826, -122.51064492401",land,,2023-01-09,,1,,1,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257013,"Los Angeles County, CA, USA","California, USA","United States","34.133005365761, -118.27298811648",land,,2023-01-09,MotherEarth,1,,1,5.234,0.20396418857956,,2,3,1,1,5,4,5,10,10,1,,,,,10,1,3,1,,,,,,,,1,,,6,,,,,,,1,1,13,,,5,,,3,,,,,,,,,,,,,,,,,,87
257020,"San Bernardino County, CA, USA","California, USA","United States","34.108007138485, -117.66937904534",land,,2023-01-09,"Molly Loves Trash",1,,1,17.275,0,,,2,,4,1,,,1,,1,,1,,,,,,1,2,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,34
257049,"Santa Cruz County, CA, USA","California, USA","United States","36.971735713225, -121.95120471836",land,,2023-01-09,,3,,3,25.1,0,,,9,1,3,,1,,3,,,,,12,1,1,,,,,,,,1,,17,,,,,,,2,,,,3,5,,,,,,,30,,,,,,,,,,,,,,,,,,89
257050,"San Diego County, CA, USA","California, USA","United States","32.796247252294, -117.22404389653",watercraft,,2023-01-09,,1,,1,0.029,0.14059623631425,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
257054,"San Diego County, CA, USA","California, USA","United States","32.7955537, -117.1865773",land,,2023-01-10,,1,,1,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257055,"San Diego County, CA, USA","California, USA","United States","32.7955537, -117.1865773",land,,2023-01-10,,1,,1,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257059,"Alameda County, CA, USA","California, USA","United States","37.565445013068, -122.03104009274",land,,2023-01-10,,1,,1,7.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257132,"Santa Cruz County, CA, USA","California, USA","United States","36.957957955466, -121.88695046776",land,,2023-01-11,"Hidden Beach to Rio del Mar 1/9/23",2,,2,7.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257249,"San Diego County, CA, USA","California, USA","United States","32.794805481129, -117.22266892913",watercraft,,2023-01-11,,1,,1,0.098,0,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4
257295,"San Luis Obispo County, CA, USA","California, USA","United States","35.118777863714, -120.62253875669",land,,2023-01-12,,1,,1,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257296,"Los Angeles County, CA, USA","California, USA","United States","34.12267680376, -117.69340730243",land,,2023-01-09,"Molly Loves Trash",1,,1,0.01,0.012126407695389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257298,"Los Angeles County, CA, USA","California, USA","United States","34.12635843, -117.90723452",land,,2023-01-12,"Hill People",2,,2,7.489,0.062572368276898,,2,3,,,3,4,,20,,2,5,13,2,,23,11,17,2,,,,,,,,,,,,3,2,,,6,,9,30,,1,,3,,,40,,,,,,,,,,,,,,,,,,201
257300,"San Diego County, CA, USA","California, USA","United States","32.82773904, -117.17759263",land,,2023-01-10,,1,,1,4.2,3.1,,2,1,,2,2,,3,3,35,,,1,,1,12,1,,2,,,,,,,4,,3,,,1,,1,1,,1,10,6,,2,,1,,1,30,,,,,,,,,,,,,,,,,,126
257335,"Santa Cruz County, CA, USA","California, USA","United States","36.957957955466, -121.88695046776",land,,2023-01-13,"Hidden Beach 1/12/23",2,,2,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257352,"Orange County, CA, USA","California, USA","United States","33.83099, -118.03622",land,,2023-01-13,"Pacific Beach Coalition",2,,2,11.92,0.0353,,4,,1,7,8,3,1,4,31,,,7,2,2,9,5,5,2,,,,,,,,,2,,,,,,,,,,78,,,,5,,,21,,,,,,,,1,,,,,2,1,,,,201
257384,"San Diego County, CA, USA","California, USA","United States","32.84951920438, -117.27504573659",land,,2023-01-14,"Au pair TDA",3,,3,2.694,0.0011711067146668,,1,7,,1,,,1,,49,,1,,,,,,10,1,,,,,,,,,,,,,,,,,,,17,,,,4,,,29,,,,,,,,,,,,,,,,,,121
257393,"San Diego County, CA, USA","California, USA","United States","32.849901559139, -117.27374517098",land,,2023-01-14,l’oscurità,5,,5,7.496,0.15927006357618,,,3,,,1,3,,,4,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,25
257394,"San Diego County, CA, USA","California, USA","United States","32.84966455, -117.27440521",land,,2023-01-14,delfines,7,,7,14.932,0.29983813723693,,,1,,,,,1,4,4,3,,,,,8,1,1,,2,,,,,,,,,,,,,,1,2,,,3,,1,,4,,,,,,,,,,,,,,,,,,,,,36
257395,"San Diego County, CA, USA","California, USA","United States","32.8328112, -117.2712717",land,,2023-01-14,"Team Geil",5,,5,0.326,0,,,2,,2,2,,,,,,,1,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
257396,"San Diego County, CA, USA","California, USA","United States","32.849589055435, -117.27432047959",land,,2023-01-14,,5,,5,3.089,0.062692713782541,,,11,2,,,1,2,8,19,,1,,,,10,,1,,,,,,,,,,11,,,,,,,,,,10,,,,1,,,,,,,,,,,,,,,,,,,,,77
257397,"San Diego County, CA, USA","California, USA","United States","32.84580177583, -117.27780865966",land,,2023-01-14,colombians,3,,3,0.314,0.18244995613407,,3,2,,1,,,,,12,1,,,,,4,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
257398,"San Diego County, CA, USA","California, USA","United States","32.849724989876, -117.27452052129",land,,2023-01-14,Trashy,6,,6,20.999,0.0097987012181804,,,1,3,8,2,1,6,11,45,1,10,1,,,15,2,4,2,1,,,1,,,1,1,4,,1,,3,,,,,3,51,,1,,1,,1,2,,,,,,,,,,,,,,,,,,183
257400,"San Diego County, CA, USA","California, USA","United States","32.850281666667, -117.27298666667",land,,2023-01-14,,5,,5,0.918,0,,1,,,1,,,,1,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,4,2,,,,1,,,,,,,,,,,,,,,,,,,,,15
257401,"San Diego County, CA, USA","California, USA","United States","32.850293992499, -117.27335619127",land,,2023-01-14,,3,,3,1.685,0.068890012537208,,2,,,,,,1,,,,,3,,4,,,3,,,,,,,,4,,2,,1,,,,,4,,4,,,,,4,,,15,,,,,,,,,,,,,,,,,,47
